,date_crime_year,date_crime_month,primary_type,cnt,__fileposition__
2677,2009,4,"PROSTITUTION",298,110900
2678,2009,4,"PUBLIC PEACE VIOLATION",246,110940
2679,2009,4,"ROBBERY",1205,110990
2680,2009,4,"SEX OFFENSE",95,111025
2681,2009,4,"STALKING",8,111064
2682,2009,4,"THEFT",6555,111100
2683,2009,4,"WEAPONS VIOLATION",346,111133
2684,2009,5,"ARSON",55,111178
2685,2009,5,"ASSAULT",2222,111211
2686,2009,5,"BATTERY",6826,111246
2687,2009,5,"BURGLARY",2196,111281
2688,2009,5,"CRIM SEXUAL ASSAULT",124,111317
2689,2009,5,"CRIMINAL DAMAGE",4476,111364
2690,2009,5,"CRIMINAL TRESPASS",1008,111407
2691,2009,5,"DECEPTIVE PRACTICE",1118,111452
2692,2009,5,"GAMBLING",116,111498
2693,2009,5,"HOMICIDE",47,111534
2694,2009,5,"INTERFERENCE WITH PUBLIC OFFICER",57,111570
2695,2009,5,"INTIMIDATION",25,111630
2696,2009,5,"KIDNAPPING",21,111670
2697,2009,5,"LIQUOR LAW VIOLATION",67,111708
2698,2009,5,"MOTOR VEHICLE THEFT",1160,111756
2699,2009,5,"NARCOTICS",3665,111803
2700,2009,5,"OBSCENITY",1,111840
2701,2009,5,"OFFENSE INVOLVING CHILDREN",212,111877
2702,2009,5,"OTHER NARCOTIC VIOLATION",2,111931
2703,2009,5,"OTHER OFFENSE",2214,111983
2704,2009,5,"PROSTITUTION",355,112024
2705,2009,5,"PUBLIC PEACE VIOLATION",313,112064
2706,2009,5,"ROBBERY",1408,112114
2707,2009,5,"SEX OFFENSE",118,112149
2708,2009,5,"STALKING",14,112188
2709,2009,5,"THEFT",6997,112224
2710,2009,5,"WEAPONS VIOLATION",419,112257
2711,2009,6,"ARSON",53,112302
2712,2009,6,"ASSAULT",2120,112335
2713,2009,6,"BATTERY",6552,112370
2714,2009,6,"BURGLARY",2333,112405
2715,2009,6,"CRIM SEXUAL ASSAULT",109,112441
2716,2009,6,"CRIMINAL DAMAGE",4342,112488
2717,2009,6,"CRIMINAL TRESPASS",881,112531
2718,2009,6,"DECEPTIVE PRACTICE",1244,112576
2719,2009,6,"GAMBLING",119,112622
2720,2009,6,"HOMICIDE",45,112658
2721,2009,6,"INTERFERENCE WITH PUBLIC OFFICER",35,112694
2722,2009,6,"INTIMIDATION",15,112754
2723,2009,6,"KIDNAPPING",24,112794
2724,2009,6,"LIQUOR LAW VIOLATION",57,112832
2725,2009,6,"MOTOR VEHICLE THEFT",1212,112880
2726,2009,6,"NARCOTICS",3471,112927
2727,2009,6,"OBSCENITY",1,112964
2728,2009,6,"OFFENSE INVOLVING CHILDREN",234,113001
2729,2009,6,"OTHER NARCOTIC VIOLATION",1,113055
2730,2009,6,"OTHER OFFENSE",2154,113107
2731,2009,6,"PROSTITUTION",325,113148
2732,2009,6,"PUBLIC INDECENCY",1,113188
2733,2009,6,"PUBLIC PEACE VIOLATION",275,113232
2734,2009,6,"ROBBERY",1387,113282
2735,2009,6,"SEX OFFENSE",104,113317
2736,2009,6,"STALKING",23,113356
2737,2009,6,"THEFT",6774,113392
2738,2009,6,"WEAPONS VIOLATION",368,113425
2739,2009,7,"ARSON",61,113470
2740,2009,7,"ASSAULT",2097,113503
2741,2009,7,"BATTERY",6245,113538
2742,2009,7,"BURGLARY",2508,113573
2743,2009,7,"CRIM SEXUAL ASSAULT",138,113609
2744,2009,7,"CRIMINAL DAMAGE",4546,113656
2745,2009,7,"CRIMINAL TRESPASS",880,113699
2746,2009,7,"DECEPTIVE PRACTICE",1114,113744
2747,2009,7,"GAMBLING",158,113790
2748,2009,7,"HOMICIDE",57,113826
2749,2009,7,"INTERFERENCE WITH PUBLIC OFFICER",48,113862
2750,2009,7,"INTIMIDATION",15,113922
2751,2009,7,"KIDNAPPING",25,113962
2752,2009,7,"LIQUOR LAW VIOLATION",68,114000
2753,2009,7,"MOTOR VEHICLE THEFT",1329,114048
2754,2009,7,"NARCOTICS",3522,114095
2755,2009,7,"OBSCENITY",1,114132
2756,2009,7,"OFFENSE INVOLVING CHILDREN",187,114169
2757,2009,7,"OTHER NARCOTIC VIOLATION",1,114223
2758,2009,7,"OTHER OFFENSE",2138,114275
2759,2009,7,"PROSTITUTION",263,114316
2760,2009,7,"PUBLIC PEACE VIOLATION",277,114356
2761,2009,7,"ROBBERY",1613,114406
2762,2009,7,"SEX OFFENSE",142,114441
2763,2009,7,"STALKING",13,114480
2764,2009,7,"THEFT",7831,114516
2765,2009,7,"WEAPONS VIOLATION",389,114549
2766,2009,8,"ARSON",56,114594
2767,2009,8,"ASSAULT",2052,114627
2768,2009,8,"BATTERY",6181,114662
2769,2009,8,"BURGLARY",2660,114697
2770,2009,8,"CRIM SEXUAL ASSAULT",132,114733
2771,2009,8,"CRIMINAL DAMAGE",4427,114780
2772,2009,8,"CRIMINAL TRESPASS",892,114823
2773,2009,8,"DECEPTIVE PRACTICE",1106,114868
2774,2009,8,"GAMBLING",171,114914
2775,2009,8,"HOMICIDE",48,114950
2776,2009,8,"INTERFERENCE WITH PUBLIC OFFICER",63,114986
2777,2009,8,"INTIMIDATION",18,115046
2778,2009,8,"KIDNAPPING",17,115086
2779,2009,8,"LIQUOR LAW VIOLATION",68,115124
2780,2009,8,"MOTOR VEHICLE THEFT",1336,115172
2781,2009,8,"NARCOTICS",3850,115219
2782,2009,8,"OFFENSE INVOLVING CHILDREN",206,115256
2783,2009,8,"OTHER NARCOTIC VIOLATION",1,115310
2784,2009,8,"OTHER OFFENSE",2166,115362
2785,2009,8,"PROSTITUTION",321,115403
2786,2009,8,"PUBLIC INDECENCY",4,115443
2787,2009,8,"PUBLIC PEACE VIOLATION",266,115487
2788,2009,8,"ROBBERY",1485,115537
2789,2009,8,"SEX OFFENSE",128,115572
2790,2009,8,"STALKING",12,115611
2791,2009,8,"THEFT",7733,115647
2792,2009,8,"WEAPONS VIOLATION",416,115680
2793,2009,9,"ARSON",50,115725
2794,2009,9,"ASSAULT",2015,115758
2795,2009,9,"BATTERY",5789,115793
2796,2009,9,"BURGLARY",2529,115828
2797,2009,9,"CRIM SEXUAL ASSAULT",131,115864
2798,2009,9,"CRIMINAL DAMAGE",3934,115911
2799,2009,9,"CRIMINAL TRESPASS",872,115954
2800,2009,9,"DECEPTIVE PRACTICE",1113,115999
2801,2009,9,"GAMBLING",131,116045
2802,2009,9,"HOMICIDE",43,116081
2803,2009,9,"INTERFERENCE WITH PUBLIC OFFICER",64,116117
2804,2009,9,"INTIMIDATION",28,116177
2805,2009,9,"KIDNAPPING",29,116217
2806,2009,9,"LIQUOR LAW VIOLATION",53,116255
2807,2009,9,"MOTOR VEHICLE THEFT",1334,116303
2808,2009,9,"NARCOTICS",3730,116350
2809,2009,9,"OFFENSE INVOLVING CHILDREN",208,116387
2810,2009,9,"OTHER OFFENSE",1984,116441
2811,2009,9,"PROSTITUTION",326,116482
2812,2009,9,"PUBLIC INDECENCY",2,116522
2813,2009,9,"PUBLIC PEACE VIOLATION",315,116566
2814,2009,9,"ROBBERY",1349,116616
2815,2009,9,"SEX OFFENSE",113,116651
2816,2009,9,"STALKING",17,116690
2817,2009,9,"THEFT",7305,116726
2818,2009,9,"WEAPONS VIOLATION",398,116759
2819,2009,10,"ARSON",46,116804
2820,2009,10,"ASSAULT",1815,116837
2821,2009,10,"BATTERY",5238,116872
2822,2009,10,"BURGLARY",2518,116907
2823,2009,10,"CRIM SEXUAL ASSAULT",107,116943
2824,2009,10,"CRIMINAL DAMAGE",4255,116990
2825,2009,10,"CRIMINAL TRESPASS",891,117033
2826,2009,10,"DECEPTIVE PRACTICE",1177,117078
2827,2009,10,"GAMBLING",55,117124
2828,2009,10,"HOMICIDE",37,117160
2829,2009,10,"INTERFERENCE WITH PUBLIC OFFICER",48,117196
2830,2009,10,"INTIMIDATION",22,117256
2831,2009,10,"KIDNAPPING",27,117296
2832,2009,10,"LIQUOR LAW VIOLATION",68,117334
2833,2009,10,"MOTOR VEHICLE THEFT",1447,117382
2834,2009,10,"NARCOTICS",3694,117429
2835,2009,10,"OBSCENITY",4,117466
2836,2009,10,"OFFENSE INVOLVING CHILDREN",174,117503
2837,2009,10,"OTHER OFFENSE",2188,117557
2838,2009,10,"PROSTITUTION",352,117598
2839,2009,10,"PUBLIC INDECENCY",1,117638
2840,2009,10,"PUBLIC PEACE VIOLATION",327,117682
2841,2009,10,"ROBBERY",1405,117732
2842,2009,10,"SEX OFFENSE",95,117767
2843,2009,10,"STALKING",12,117806
2844,2009,10,"THEFT",7151,117842
2845,2009,10,"WEAPONS VIOLATION",370,117875
2846,2009,11,"ARSON",52,117920
2847,2009,11,"ASSAULT",1644,117953
2848,2009,11,"BATTERY",5067,117988
2849,2009,11,"BURGLARY",2401,118023
2850,2009,11,"CRIM SEXUAL ASSAULT",100,118059
2851,2009,11,"CRIMINAL DAMAGE",4016,118106
2852,2009,11,"CRIMINAL TRESPASS",839,118149
2853,2009,11,"DECEPTIVE PRACTICE",1093,118194
2854,2009,11,"GAMBLING",58,118240
2855,2009,11,"HOMICIDE",37,118276
2856,2009,11,"INTERFERENCE WITH PUBLIC OFFICER",36,118312
2857,2009,11,"INTIMIDATION",15,118372
2858,2009,11,"KIDNAPPING",34,118412
2859,2009,11,"LIQUOR LAW VIOLATION",59,118450
2860,2009,11,"MOTOR VEHICLE THEFT",1411,118498
2861,2009,11,"NARCOTICS",3565,118545
2862,2009,11,"OBSCENITY",4,118582
2863,2009,11,"OFFENSE INVOLVING CHILDREN",189,118619
2864,2009,11,"OTHER OFFENSE",1939,118673
2865,2009,11,"PROSTITUTION",270,118714
2866,2009,11,"PUBLIC PEACE VIOLATION",245,118754
2867,2009,11,"ROBBERY",1342,118804
2868,2009,11,"SEX OFFENSE",84,118839
2869,2009,11,"STALKING",7,118878
2870,2009,11,"THEFT",6550,118914
2871,2009,11,"WEAPONS VIOLATION",327,118947
2872,2009,12,"ARSON",42,118992
2873,2009,12,"ASSAULT",1453,119025
2874,2009,12,"BATTERY",4494,119060
2875,2009,12,"BURGLARY",2324,119095
2876,2009,12,"CRIM SEXUAL ASSAULT",100,119131
2877,2009,12,"CRIMINAL DAMAGE",3035,119178
2878,2009,12,"CRIMINAL TRESPASS",766,119221
2879,2009,12,"DECEPTIVE PRACTICE",1140,119266
2880,2009,12,"GAMBLING",12,119312
2881,2009,12,"HOMICIDE",36,119348
2882,2009,12,"INTERFERENCE WITH PUBLIC OFFICER",33,119384
2883,2009,12,"INTIMIDATION",15,119444
2884,2009,12,"KIDNAPPING",26,119484
2885,2009,12,"LIQUOR LAW VIOLATION",29,119522
2886,2009,12,"MOTOR VEHICLE THEFT",1539,119570
2887,2009,12,"NARCOTICS",3091,119617
2888,2009,12,"OBSCENITY",2,119654
2889,2009,12,"OFFENSE INVOLVING CHILDREN",206,119691
2890,2009,12,"OTHER NARCOTIC VIOLATION",1,119745
2891,2009,12,"OTHER OFFENSE",1783,119797
2892,2009,12,"PROSTITUTION",242,119838
2893,2009,12,"PUBLIC PEACE VIOLATION",187,119878
2894,2009,12,"ROBBERY",1329,119928
2895,2009,12,"SEX OFFENSE",70,119963
2896,2009,12,"STALKING",10,120002
2897,2009,12,"THEFT",5964,120038
2898,2009,12,"WEAPONS VIOLATION",252,120071
2899,2010,1,"ARSON",45,120116
2900,2010,1,"ASSAULT",1486,120149
2901,2010,1,"BATTERY",4664,120184
2902,2010,1,"BURGLARY",1957,120219
2903,2010,1,"CRIM SEXUAL ASSAULT",129,120255
2904,2010,1,"CRIMINAL DAMAGE",2800,120302
2905,2010,1,"CRIMINAL TRESPASS",925,120345
2906,2010,1,"DECEPTIVE PRACTICE",1089,120390
2907,2010,1,"GAMBLING",12,120436
2908,2010,1,"HOMICIDE",22,120472
2909,2010,1,"INTERFERENCE WITH PUBLIC OFFICER",50,120508
2910,2010,1,"INTIMIDATION",23,120568
2911,2010,1,"KIDNAPPING",32,120608
2912,2010,1,"LIQUOR LAW VIOLATION",58,120646
2913,2010,1,"MOTOR VEHICLE THEFT",1512,120694
2914,2010,1,"NARCOTICS",3816,120741
2915,2010,1,"OBSCENITY",1,120778
2916,2010,1,"OFFENSE INVOLVING CHILDREN",276,120815
2917,2010,1,"OTHER OFFENSE",1989,120869
2918,2010,1,"PROSTITUTION",278,120910
2919,2010,1,"PUBLIC PEACE VIOLATION",289,120950
2920,2010,1,"ROBBERY",1220,121000
2921,2010,1,"SEX OFFENSE",93,121035
2922,2010,1,"STALKING",17,121074
2923,2010,1,"THEFT",6074,121110
2924,2010,1,"WEAPONS VIOLATION",315,121143
2925,2010,2,"ARSON",27,121188
2926,2010,2,"ASSAULT",1435,121221
2927,2010,2,"BATTERY",4252,121256
2928,2010,2,"BURGLARY",1479,121291
2929,2010,2,"CRIM SEXUAL ASSAULT",81,121327
2930,2010,2,"CRIMINAL DAMAGE",2452,121374
2931,2010,2,"CRIMINAL TRESPASS",759,121417
2932,2010,2,"DECEPTIVE PRACTICE",975,121462
2933,2010,2,"GAMBLING",22,121508
2934,2010,2,"HOMICIDE",22,121544
2935,2010,2,"INTERFERENCE WITH PUBLIC OFFICER",55,121580
2936,2010,2,"INTIMIDATION",12,121640
2937,2010,2,"KIDNAPPING",29,121680
2938,2010,2,"LIQUOR LAW VIOLATION",62,121718
2939,2010,2,"MOTOR VEHICLE THEFT",1077,121766
2940,2010,2,"NARCOTICS",3983,121813
2941,2010,2,"OBSCENITY",4,121850
2942,2010,2,"OFFENSE INVOLVING CHILDREN",184,121887
2943,2010,2,"OTHER OFFENSE",1757,121941
2944,2010,2,"PROSTITUTION",203,121982
2945,2010,2,"PUBLIC PEACE VIOLATION",230,122022
2946,2010,2,"ROBBERY",722,122072
2947,2010,2,"SEX OFFENSE",62,122107
2948,2010,2,"STALKING",12,122146
2949,2010,2,"THEFT",4803,122182
2950,2010,2,"WEAPONS VIOLATION",238,122215
2951,2010,3,"ARSON",49,122260
2952,2010,3,"ASSAULT",1900,122293
2953,2010,3,"BATTERY",6028,122328
2954,2010,3,"BURGLARY",1988,122363
2955,2010,3,"CRIM SEXUAL ASSAULT",126,122399
2956,2010,3,"CRIMINAL DAMAGE",3760,122446
2957,2010,3,"CRIMINAL TRESPASS",919,122489
2958,2010,3,"DECEPTIVE PRACTICE",1101,122534
2959,2010,3,"GAMBLING",48,122580
2960,2010,3,"HOMICIDE",31,122616
2961,2010,3,"INTERFERENCE WITH PUBLIC OFFICER",68,122652
2962,2010,3,"INTIMIDATION",21,122712
2963,2010,3,"KIDNAPPING",34,122752
2964,2010,3,"LIQUOR LAW VIOLATION",68,122790
2965,2010,3,"MOTOR VEHICLE THEFT",1348,122838
2966,2010,3,"NARCOTICS",4395,122885
2967,2010,3,"OBSCENITY",2,122922
2968,2010,3,"OFFENSE INVOLVING CHILDREN",229,122959
2969,2010,3,"OTHER NARCOTIC VIOLATION",1,123013
2970,2010,3,"OTHER OFFENSE",2047,123065
2971,2010,3,"PROSTITUTION",268,123106
2972,2010,3,"PUBLIC INDECENCY",1,123146
2973,2010,3,"PUBLIC PEACE VIOLATION",358,123190
2974,2010,3,"ROBBERY",1003,123240
2975,2010,3,"SEX OFFENSE",89,123275
2976,2010,3,"STALKING",10,123314
2977,2010,3,"THEFT",6094,123350
2978,2010,3,"WEAPONS VIOLATION",343,123383
2979,2010,4,"ARSON",37,123428
2980,2010,4,"ASSAULT",1970,123461
2981,2010,4,"BATTERY",5866,123496
2982,2010,4,"BURGLARY",1994,123531
2983,2010,4,"CRIM SEXUAL ASSAULT",105,123567
2984,2010,4,"CRIMINAL DAMAGE",3853,123614
2985,2010,4,"CRIMINAL TRESPASS",758,123657
2986,2010,4,"DECEPTIVE PRACTICE",1110,123702
2987,2010,4,"GAMBLING",107,123748
2988,2010,4,"HOMICIDE",46,123784
2989,2010,4,"INTERFERENCE WITH PUBLIC OFFICER",67,123820
2990,2010,4,"INTIMIDATION",23,123880
2991,2010,4,"KIDNAPPING",30,123920
2992,2010,4,"LIQUOR LAW VIOLATION",85,123958
2993,2010,4,"MOTOR VEHICLE THEFT",1455,124006
2994,2010,4,"NARCOTICS",3787,124053
2995,2010,4,"OBSCENITY",3,124090
2996,2010,4,"OFFENSE INVOLVING CHILDREN",217,124127
2997,2010,4,"OTHER NARCOTIC VIOLATION",1,124181
2998,2010,4,"OTHER OFFENSE",1936,124233
2999,2010,4,"PROSTITUTION",181,124274
3000,2010,4,"PUBLIC PEACE VIOLATION",319,124314
3001,2010,4,"ROBBERY",1121,124364
3002,2010,4,"SEX OFFENSE",80,124399
3003,2010,4,"STALKING",20,124438
3004,2010,4,"THEFT",6135,124474
3005,2010,4,"WEAPONS VIOLATION",355,124507
3006,2010,5,"ARSON",44,124552
3007,2010,5,"ASSAULT",2087,124585
3008,2010,5,"BATTERY",6408,124620
3009,2010,5,"BURGLARY",2248,124655
3010,2010,5,"CRIM SEXUAL ASSAULT",129,124691
3011,2010,5,"CRIMINAL DAMAGE",3807,124738
3012,2010,5,"CRIMINAL TRESPASS",790,124781
3013,2010,5,"DECEPTIVE PRACTICE",984,124826
3014,2010,5,"GAMBLING",115,124872
3015,2010,5,"HOMICIDE",46,124908
3016,2010,5,"INTERFERENCE WITH PUBLIC OFFICER",73,124944
3017,2010,5,"INTIMIDATION",15,125004
3018,2010,5,"KIDNAPPING",37,125044
3019,2010,5,"LIQUOR LAW VIOLATION",63,125082
3020,2010,5,"MOTOR VEHICLE THEFT",1692,125130
3021,2010,5,"NARCOTICS",3668,125177
3022,2010,5,"OBSCENITY",3,125214
3023,2010,5,"OFFENSE INVOLVING CHILDREN",238,125251
3024,2010,5,"OTHER OFFENSE",1992,125305
3025,2010,5,"PROSTITUTION",202,125346
3026,2010,5,"PUBLIC INDECENCY",1,125386
3027,2010,5,"PUBLIC PEACE VIOLATION",342,125430
3028,2010,5,"ROBBERY",1187,125480
3029,2010,5,"SEX OFFENSE",110,125515
3030,2010,5,"STALKING",17,125554
3031,2010,5,"THEFT",6722,125590
3032,2010,5,"WEAPONS VIOLATION",373,125623
3033,2010,6,"ARSON",55,125668
3034,2010,6,"ASSAULT",2034,125701
3035,2010,6,"BATTERY",6332,125736
3036,2010,6,"BURGLARY",2256,125771
3037,2010,6,"CRIM SEXUAL ASSAULT",120,125807
3038,2010,6,"CRIMINAL DAMAGE",3586,125854
3039,2010,6,"CRIMINAL TRESPASS",753,125897
3040,2010,6,"DECEPTIVE PRACTICE",1078,125942
3041,2010,6,"GAMBLING",98,125988
3042,2010,6,"HOMICIDE",49,126024
3043,2010,6,"INTERFERENCE WITH PUBLIC OFFICER",81,126060
3044,2010,6,"INTIMIDATION",26,126120
3045,2010,6,"KIDNAPPING",21,126160
3046,2010,6,"LIQUOR LAW VIOLATION",80,126198
3047,2010,6,"MOTOR VEHICLE THEFT",1513,126246
3048,2010,6,"NARCOTICS",3345,126293
3049,2010,6,"OBSCENITY",4,126330
3050,2010,6,"OFFENSE INVOLVING CHILDREN",193,126367
3051,2010,6,"OTHER NARCOTIC VIOLATION",1,126421
3052,2010,6,"OTHER OFFENSE",1930,126473
3053,2010,6,"PROSTITUTION",224,126514
3054,2010,6,"PUBLIC INDECENCY",1,126554
3055,2010,6,"PUBLIC PEACE VIOLATION",333,126598
3056,2010,6,"ROBBERY",1226,126648
3057,2010,6,"SEX OFFENSE",111,126683
3058,2010,6,"STALKING",21,126722
3059,2010,6,"THEFT",6910,126758
3060,2010,6,"WEAPONS VIOLATION",321,126791
3061,2010,7,"ARSON",51,126836
3062,2010,7,"ASSAULT",2054,126869
3063,2010,7,"BATTERY",6310,126904
3064,2010,7,"BURGLARY",2331,126939
3065,2010,7,"CRIM SEXUAL ASSAULT",123,126975
3066,2010,7,"CRIMINAL DAMAGE",3742,127022
3067,2010,7,"CRIMINAL TRESPASS",769,127065
3068,2010,7,"DECEPTIVE PRACTICE",1149,127110
3069,2010,7,"GAMBLING",143,127156
3070,2010,7,"HOMICIDE",42,127192
3071,2010,7,"INTERFERENCE WITH PUBLIC OFFICER",77,127228
3072,2010,7,"INTIMIDATION",15,127288
3073,2010,7,"KIDNAPPING",21,127328
3074,2010,7,"LIQUOR LAW VIOLATION",69,127366
3075,2010,7,"MOTOR VEHICLE THEFT",1572,127414
3076,2010,7,"NARCOTICS",3517,127461
3077,2010,7,"NON-CRIMINAL",1,127498
3078,2010,7,"OBSCENITY",4,127538
3079,2010,7,"OFFENSE INVOLVING CHILDREN",211,127575
3080,2010,7,"OTHER NARCOTIC VIOLATION",1,127629
3081,2010,7,"OTHER OFFENSE",1886,127681
3082,2010,7,"PROSTITUTION",173,127722
3083,2010,7,"PUBLIC PEACE VIOLATION",282,127762
3084,2010,7,"ROBBERY",1321,127812
3085,2010,7,"SEX OFFENSE",103,127847
3086,2010,7,"STALKING",16,127886
3087,2010,7,"THEFT",7193,127922
3088,2010,7,"WEAPONS VIOLATION",326,127955
3089,2010,8,"ARSON",48,128000
3090,2010,8,"ASSAULT",2016,128033
3091,2010,8,"BATTERY",6057,128068
3092,2010,8,"BURGLARY",2707,128103
3093,2010,8,"CRIM SEXUAL ASSAULT",124,128139
3094,2010,8,"CRIMINAL DAMAGE",3748,128186
3095,2010,8,"CRIMINAL TRESPASS",828,128229
3096,2010,8,"DECEPTIVE PRACTICE",1065,128274
3097,2010,8,"GAMBLING",137,128320
3098,2010,8,"HOMICIDE",57,128356
3099,2010,8,"INTERFERENCE WITH PUBLIC OFFICER",79,128392
3100,2010,8,"INTIMIDATION",15,128452
3101,2010,8,"KIDNAPPING",22,128492
3102,2010,8,"LIQUOR LAW VIOLATION",59,128530
3103,2010,8,"MOTOR VEHICLE THEFT",1681,128578
3104,2010,8,"NARCOTICS",3669,128625
3105,2010,8,"OFFENSE INVOLVING CHILDREN",227,128662
3106,2010,8,"OTHER NARCOTIC VIOLATION",1,128716
3107,2010,8,"OTHER OFFENSE",1816,128768
3108,2010,8,"PROSTITUTION",212,128809
3109,2010,8,"PUBLIC INDECENCY",1,128849
3110,2010,8,"PUBLIC PEACE VIOLATION",309,128893
3111,2010,8,"ROBBERY",1316,128943
3112,2010,8,"SEX OFFENSE",123,128978
3113,2010,8,"STALKING",13,129017
3114,2010,8,"THEFT",7488,129053
3115,2010,8,"WEAPONS VIOLATION",322,129086
3116,2010,9,"ARSON",41,129131
3117,2010,9,"ASSAULT",1878,129164
3118,2010,9,"BATTERY",5362,129199
3119,2010,9,"BURGLARY",2435,129234
3120,2010,9,"CRIM SEXUAL ASSAULT",115,129270
3121,2010,9,"CRIMINAL DAMAGE",3469,129317
3122,2010,9,"CRIMINAL TRESPASS",773,129360
3123,2010,9,"DECEPTIVE PRACTICE",1042,129405
3124,2010,9,"GAMBLING",119,129451
3125,2010,9,"HOMICIDE",31,129487
3126,2010,9,"INTERFERENCE WITH PUBLIC OFFICER",75,129523
3127,2010,9,"INTIMIDATION",16,129583
3128,2010,9,"KIDNAPPING",23,129623
3129,2010,9,"LIQUOR LAW VIOLATION",57,129661
3130,2010,9,"MOTOR VEHICLE THEFT",1765,129709
3131,2010,9,"NARCOTICS",3615,129756
3132,2010,9,"OBSCENITY",3,129793
3133,2010,9,"OFFENSE INVOLVING CHILDREN",191,129830
3134,2010,9,"OTHER OFFENSE",1659,129884
3135,2010,9,"PROSTITUTION",172,129925
3136,2010,9,"PUBLIC INDECENCY",1,129965
3137,2010,9,"PUBLIC PEACE VIOLATION",328,130009
3138,2010,9,"ROBBERY",1258,130059
3139,2010,9,"SEX OFFENSE",98,130094
3140,2010,9,"STALKING",18,130133
3141,2010,9,"THEFT",6977,130169
3142,2010,9,"WEAPONS VIOLATION",355,130202
3143,2010,10,"ARSON",66,130247
3144,2010,10,"ASSAULT",1841,130280
3145,2010,10,"BATTERY",5415,130315
3146,2010,10,"BURGLARY",2486,130350
3147,2010,10,"CRIM SEXUAL ASSAULT",125,130386
3148,2010,10,"CRIMINAL DAMAGE",3727,130433
3149,2010,10,"CRIMINAL TRESPASS",797,130476
3150,2010,10,"DECEPTIVE PRACTICE",979,130521
3151,2010,10,"GAMBLING",83,130567
3152,2010,10,"HOMICIDE",36,130603
3153,2010,10,"INTERFERENCE WITH PUBLIC OFFICER",71,130639
3154,2010,10,"INTIMIDATION",14,130699
3155,2010,10,"KIDNAPPING",26,130739
3156,2010,10,"LIQUOR LAW VIOLATION",61,130777
3157,2010,10,"MOTOR VEHICLE THEFT",1786,130825
3158,2010,10,"NARCOTICS",3518,130872
3159,2010,10,"OBSCENITY",4,130909
3160,2010,10,"OFFENSE INVOLVING CHILDREN",171,130946
3161,2010,10,"OTHER OFFENSE",1853,131000
3162,2010,10,"PROSTITUTION",178,131041
3163,2010,10,"PUBLIC INDECENCY",1,131081
3164,2010,10,"PUBLIC PEACE VIOLATION",322,131125
3165,2010,10,"ROBBERY",1463,131175
3166,2010,10,"SEX OFFENSE",107,131210
3167,2010,10,"STALKING",12,131249
3168,2010,10,"THEFT",6908,131285
3169,2010,10,"WEAPONS VIOLATION",337,131318
3170,2010,11,"ARSON",33,131363
3171,2010,11,"ASSAULT",1566,131396
3172,2010,11,"BATTERY",4649,131431
3173,2010,11,"BURGLARY",2415,131466
3174,2010,11,"CRIM SEXUAL ASSAULT",84,131502
3175,2010,11,"CRIMINAL DAMAGE",3311,131549
3176,2010,11,"CRIMINAL TRESPASS",744,131592
3177,2010,11,"DECEPTIVE PRACTICE",872,131637
3178,2010,11,"GAMBLING",34,131683
3179,2010,11,"HOMICIDE",33,131719
3180,2010,11,"INTERFERENCE WITH PUBLIC OFFICER",57,131755
3181,2010,11,"INTIMIDATION",12,131815
3182,2010,11,"KIDNAPPING",23,131855
3183,2010,11,"LIQUOR LAW VIOLATION",53,131893
3184,2010,11,"MOTOR VEHICLE THEFT",1747,131941
3185,2010,11,"NARCOTICS",3300,131988
3186,2010,11,"OBSCENITY",3,132025
3187,2010,11,"OFFENSE INVOLVING CHILDREN",194,132062
3188,2010,11,"OTHER NARCOTIC VIOLATION",1,132116
3189,2010,11,"OTHER OFFENSE",1602,132168
3190,2010,11,"PROSTITUTION",205,132209
3191,2010,11,"PUBLIC PEACE VIOLATION",251,132249
3192,2010,11,"ROBBERY",1266,132299
3193,2010,11,"SEX OFFENSE",69,132334
3194,2010,11,"STALKING",19,132373
3195,2010,11,"THEFT",6088,132409
3196,2010,11,"WEAPONS VIOLATION",245,132442
3197,2010,12,"ARSON",26,132487
3198,2010,12,"ASSAULT",1268,132520
3199,2010,12,"BATTERY",4058,132555
3200,2010,12,"BURGLARY",2126,132590
3201,2010,12,"CRIM SEXUAL ASSAULT",86,132626
3202,2010,12,"CRIMINAL DAMAGE",2398,132673
3203,2010,12,"CRIMINAL TRESPASS",586,132716
3204,2010,12,"DECEPTIVE PRACTICE",1015,132761
3205,2010,12,"GAMBLING",9,132807
3206,2010,12,"HOMICIDE",23,132843
3207,2010,12,"INTERFERENCE WITH PUBLIC OFFICER",43,132879
3208,2010,12,"INTIMIDATION",5,132939
3209,2010,12,"KIDNAPPING",15,132979
3210,2010,12,"LIQUOR LAW VIOLATION",21,133017
3211,2010,12,"MOTOR VEHICLE THEFT",1880,133065
3212,2010,12,"NARCOTICS",2780,133112
3213,2010,12,"OBSCENITY",2,133149
3214,2010,12,"OFFENSE INVOLVING CHILDREN",198,133186
3215,2010,12,"OTHER OFFENSE",1545,133240
3216,2010,12,"PROSTITUTION",189,133281
3217,2010,12,"PUBLIC INDECENCY",1,133321
3218,2010,12,"PUBLIC PEACE VIOLATION",175,133365
3219,2010,12,"ROBBERY",1170,133415
3220,2010,12,"SEX OFFENSE",64,133450
3221,2010,12,"STALKING",14,133489
3222,2010,12,"THEFT",5358,133525
3223,2010,12,"WEAPONS VIOLATION",174,133558
3224,2011,1,"ARSON",40,133603
